X,Y,
685,329.5294,
686,275.5309,
687,363.5323,
688,459.5338,
689,429.5352,
690,340.5367,
691,245.5381,
692,462.5396,
693,-164.4590,
694,-97.4575,
695,171.5439,
696,-290.4547,
697,-31.4532,
698,428.5482,
699,40.5497,
700,438.5511,
701,-164.4475,
702,328.5539,
703,50.5554,
704,-0.4432,
705,-242.4418,
706,-350.4404,
707,290.5610,
708,-66.4376,
709,157.5639,
710,430.5653,
711,32.5667,
712,-121.4319,
713,-388.4305,
714,-84.4291,
715,62.5723,
716,199.5737,
717,-18.4249,
718,418.5765,
719,-344.4221,
720,488.5793,
721,-171.4194,
722,183.5820,
723,357.5834,
724,460.5848,
725,3.5862,
726,453.5876,
727,262.5889,
728,39.5903,
729,-206.4083,
730,413.5930,
731,187.5944,
732,225.5958,
733,-304.4029,
734,140.5985,
735,367.5999,
736,113.6012,
737,-151.3974,
738,392.6039,
739,-481.3947,
740,-11.3933,
741,429.6080,
742,-272.3907,
743,-371.3893,
744,49.6120,
745,340.6134,
746,487.6147,
747,331.6161,
748,451.6174,
749,-140.3813,
750,213.6201,
751,-79.3786,
752,177.6227,
753,-208.3759,
754,-429.3746,
755,211.6267,
756,-97.3720,
757,303.6294,
758,443.6307,
759,15.6320,
760,-92.3667,
761,423.6346,
762,-165.3641,
763,-415.3627,
764,203.6386,
765,367.6399,
766,-35.3588,
767,369.6425,
768,-476.3562,
769,246.6451,
770,98.6464,
771,190.6477,
772,-92.3510,
773,483.6503,
774,-287.3484,
775,-98.3471,
776,-82.3458,
777,35.6554,
778,-67.3433,
779,-5.3420,
780,239.6593,
781,-374.3394,
782,272.6619,
783,-229.3369,
784,-183.3356,
785,-311.3343,
786,-446.3330,
787,-255.3318,
788,165.6695,
789,-359.3292,
790,-366.3280,
791,50.6733,
792,-418.3254,
793,-144.3242,
794,406.6771,
795,204.6783,
796,337.6796,
797,-382.3191,
798,259.6821,
799,-258.3166,
800,-302.3154,
801,454.6859,
802,15.6871,
803,-268.3116,
804,449.6896,
805,-477.3092,
806,214.6921,
807,-397.3067,
808,-271.3054,
809,374.6958,
810,1.6970,
811,-287.3017,
812,64.6995,
813,-54.2993,
814,-226.2980,
815,-28.2968,
816,-340.2956,
817,-172.2944,
818,-201.2931,
819,485.7081,
820,-405.2907,
821,421.7105,
822,-240.2883,
823,5.7130,
824,-254.2858,
825,73.7154,
826,-28.2834,
827,-112.2822,
828,422.7190,
829,187.7202,
830,452.7214,
831,69.7226,
832,-367.2762,
833,453.7250,
834,196.7262,
835,-104.2726,
836,196.7286,
837,279.7298,
838,-483.2690,
839,-457.2678,
840,-7.2666,
841,-45.2654,
842,-292.2642,
843,-417.2630,
844,-462.2618,
845,-385.2607,
846,-299.2595,
847,-418.2583,
848,-167.2571,
849,292.7441,
850,-186.2548,
851,-428.2536,
852,-193.2524,
853,61.7488,
854,-462.2501,
855,480.7511,
856,187.7523,
857,304.7534,
858,417.7546,
859,98.7558,
860,396.7569,
861,449.7581,
862,68.7593,
863,-314.2396,
864,74.7616,
865,-450.2373,
866,-364.2361,
867,-470.2350,
868,192.7662,
869,-135.2327,
870,134.7685,
871,-183.2304,
872,432.7708,
873,-41.2281,
874,272.7731,
875,-229.2258,
876,329.7754,
877,159.7765,
878,338.7776,
879,142.7788,
880,-257.2201,
881,-182.2189,
882,35.7822,
883,-48.2167,
884,-62.2155,
885,93.7856,
886,-459.2133,
887,387.7878,
888,-236.2110,
889,-422.2099,
890,477.7912,
891,-237.2077,
892,188.7935,
893,503.7946,
894,-143.2043,
895,269.7968,
896,-306.2021,
897,325.7991,
898,207.8002,
899,-439.1987,
900,-158.1976,
901,-145.1965,
902,-259.1954,
903,-109.1943,
904,-9.1932,
905,-245.1921,
906,-383.1910,
907,440.8101,
908,52.8112,
909,-293.1877,
910,-318.1866,
911,463.8145,
912,409.8156,
913,141.8167,
914,216.8178,
915,500.8189,
916,-267.1800,
917,384.8211,
918,-43.1778,
919,-266.1767,
920,491.8244,
921,-85.1745,
922,-268.1735,
923,151.8276,
924,332.8287,
925,-13.1702,
926,-207.1691,
927,47.8320,
928,491.8330,
929,506.8341,
930,-55.1648,
931,-289.1637,
932,37.8373,
933,487.8384,
934,-80.1605,
935,-234.1595,
936,-131.1584,
937,-218.1573,
938,35.8437,
939,-337.1552,
940,426.8459,
941,87.8469,
942,-210.1520,
943,484.8491,
944,380.8501,
945,287.8512,
946,-254.1478,
947,249.8533,
948,-169.1456,
949,-441.1446,
950,134.8565,
951,-158.1425,
952,298.8586,
953,181.8596,
954,227.8607,
955,324.8617,
956,-125.1372,
957,-249.1362,
958,-91.1352,
959,494.8659,
960,-421.1331,
961,199.8680,
962,54.8690,
963,184.8701,
964,16.8711,
965,218.8721,
966,-380.1268,
967,433.8742,
968,-81.1248,
969,-82.1237,
970,98.8773,
971,280.8783,
972,309.8794,
973,4.8804,
974,222.8814,
975,-131.1176,
976,37.8835,
977,-284.1155,
978,101.8855,
979,-14.1135,
980,-47.1124,
981,-149.1114,
982,-50.1104,
983,-339.1094,
984,-198.1084,
985,-423.1074,
986,-99.1063,
987,-237.1053,
988,-90.1043,
989,-118.1033,
990,169.8977,
991,-401.1013,
992,-453.1003,
993,161.9007,
994,209.9017,
995,188.9027,
996,429.9037,
997,-395.0952,
998,105.9058,
999,366.9068,
1000,-382.0922,
