X,Y,
589,6.3784,
590,6.3801,
591,6.3818,
592,6.3835,
593,6.3852,
594,6.3869,
595,6.3886,
596,6.3902,
597,6.3919,
598,6.3936,
599,6.3953,
600,6.3969,
601,6.3986,
602,6.4003,
603,6.4019,
604,6.4036,
605,6.4052,
606,6.4069,
607,6.4085,
608,6.4102,
609,6.4118,
610,6.4135,
611,6.4151,
612,6.4167,
613,6.4184,
614,6.4200,
615,6.4216,
616,6.4232,
617,6.4249,
618,6.4265,
619,6.4281,
620,6.4297,
621,6.4313,
622,6.4329,
623,6.4345,
624,6.4362,
625,6.4378,
626,6.4394,
627,6.4409,
628,6.4425,
629,6.4441,
630,6.4457,
631,6.4473,
632,6.4489,
633,6.4505,
634,6.4520,
635,6.4536,
636,6.4552,
637,6.4568,
638,6.4583,
639,6.4599,
640,6.4615,
641,6.4630,
642,6.4646,
643,6.4661,
644,6.4677,
645,6.4693,
646,6.4708,
647,6.4723,
648,6.4739,
649,6.4754,
650,6.4770,
651,6.4785,
652,6.4800,
653,6.4816,
654,6.4831,
655,6.4846,
656,6.4862,
657,6.4877,
658,6.4892,
659,6.4907,
660,6.4922,
661,6.4938,
662,6.4953,
663,6.4968,
664,6.4983,
665,6.4998,
666,6.5013,
667,6.5028,
668,6.5043,
669,6.5058,
670,6.5073,
671,6.5088,
672,6.5103,
673,6.5117,
674,6.5132,
675,6.5147,
676,6.5162,
677,6.5177,
678,6.5191,
679,6.5206,
680,6.5221,
681,6.5236,
682,6.5250,
683,6.5265,
684,6.5280,
685,6.5294,
686,6.5309,
687,6.5323,
688,6.5338,
689,6.5352,
690,6.5367,
691,6.5381,
692,6.5396,
693,6.5410,
694,6.5425,
695,6.5439,
696,6.5453,
697,6.5468,
698,6.5482,
699,6.5497,
700,6.5511,
701,6.5525,
702,6.5539,
703,6.5554,
704,6.5568,
705,6.5582,
706,6.5596,
707,6.5610,
708,6.5624,
709,6.5639,
710,6.5653,
711,6.5667,
712,6.5681,
713,6.5695,
714,6.5709,
715,6.5723,
716,6.5737,
717,6.5751,
718,6.5765,
719,6.5779,
720,6.5793,
721,6.5806,
722,6.5820,
723,6.5834,
724,6.5848,
725,6.5862,
726,6.5876,
727,6.5889,
728,6.5903,
729,6.5917,
730,6.5930,
731,6.5944,
732,6.5958,
733,6.5971,
734,6.5985,
735,6.5999,
736,6.6012,
737,6.6026,
738,6.6039,
739,6.6053,
740,6.6067,
741,6.6080,
742,6.6093,
743,6.6107,
744,6.6120,
745,6.6134,
746,6.6147,
747,6.6161,
748,6.6174,
749,6.6187,
750,6.6201,
751,6.6214,
752,6.6227,
753,6.6241,
754,6.6254,
755,6.6267,
756,6.6280,
757,6.6294,
758,6.6307,
759,6.6320,
760,6.6333,
761,6.6346,
762,6.6359,
763,6.6373,
764,6.6386,
765,6.6399,
766,6.6412,
767,6.6425,
768,6.6438,
769,6.6451,
770,6.6464,
771,6.6477,
772,6.6490,
773,6.6503,
774,6.6516,
775,6.6529,
776,6.6542,
777,6.6554,
778,6.6567,
779,6.6580,
780,6.6593,
781,6.6606,
782,6.6619,
783,6.6631,
784,6.6644,
785,6.6657,
786,6.6670,
787,6.6682,
788,6.6695,
789,6.6708,
790,6.6720,
791,6.6733,
792,6.6746,
793,6.6758,
794,6.6771,
795,6.6783,
796,6.6796,
797,6.6809,
798,6.6821,
799,6.6834,
800,6.6846,
801,6.6859,
802,6.6871,
803,6.6884,
804,6.6896,
805,6.6908,
806,6.6921,
807,6.6933,
808,6.6946,
809,6.6958,
810,6.6970,
811,6.6983,
812,6.6995,
813,6.7007,
814,6.7020,
815,6.7032,
816,6.7044,
817,6.7056,
818,6.7069,
819,6.7081,
820,6.7093,
821,6.7105,
822,6.7117,
823,6.7130,
824,6.7142,
825,6.7154,
826,6.7166,
827,6.7178,
828,6.7190,
829,6.7202,
830,6.7214,
831,6.7226,
832,6.7238,
833,6.7250,
834,6.7262,
835,6.7274,
836,6.7286,
837,6.7298,
838,6.7310,
839,6.7322,
840,6.7334,
841,6.7346,
842,6.7358,
843,6.7370,
844,6.7382,
845,6.7393,
846,6.7405,
847,6.7417,
848,6.7429,
849,6.7441,
850,6.7452,
851,6.7464,
852,6.7476,
853,6.7488,
854,6.7499,
855,6.7511,
856,6.7523,
857,6.7534,
858,6.7546,
859,6.7558,
860,6.7569,
861,6.7581,
862,6.7593,
863,6.7604,
864,6.7616,
865,6.7627,
866,6.7639,
867,6.7650,
868,6.7662,
869,6.7673,
870,6.7685,
871,6.7696,
872,6.7708,
873,6.7719,
874,6.7731,
875,6.7742,
876,6.7754,
877,6.7765,
878,6.7776,
879,6.7788,
880,6.7799,
881,6.7811,
882,6.7822,
883,6.7833,
884,6.7845,
885,6.7856,
886,6.7867,
887,6.7878,
888,6.7890,
889,6.7901,
890,6.7912,
891,6.7923,
892,6.7935,
893,6.7946,
894,6.7957,
895,6.7968,
896,6.7979,
897,6.7991,
898,6.8002,
899,6.8013,
900,6.8024,
901,6.8035,
902,6.8046,
903,6.8057,
904,6.8068,
905,6.8079,
906,6.8090,
907,6.8101,
908,6.8112,
909,6.8123,
910,6.8134,
911,6.8145,
912,6.8156,
913,6.8167,
914,6.8178,
915,6.8189,
916,6.8200,
917,6.8211,
918,6.8222,
919,6.8233,
920,6.8244,
921,6.8255,
922,6.8265,
923,6.8276,
924,6.8287,
925,6.8298,
926,6.8309,
927,6.8320,
928,6.8330,
929,6.8341,
930,6.8352,
931,6.8363,
932,6.8373,
933,6.8384,
934,6.8395,
935,6.8405,
936,6.8416,
937,6.8427,
938,6.8437,
939,6.8448,
940,6.8459,
941,6.8469,
942,6.8480,
943,6.8491,
944,6.8501,
945,6.8512,
946,6.8522,
947,6.8533,
948,6.8544,
949,6.8554,
950,6.8565,
951,6.8575,
952,6.8586,
953,6.8596,
954,6.8607,
955,6.8617,
956,6.8628,
957,6.8638,
958,6.8648,
959,6.8659,
960,6.8669,
961,6.8680,
962,6.8690,
963,6.8701,
964,6.8711,
965,6.8721,
966,6.8732,
967,6.8742,
968,6.8752,
969,6.8763,
970,6.8773,
971,6.8783,
972,6.8794,
973,6.8804,
974,6.8814,
975,6.8824,
976,6.8835,
977,6.8845,
978,6.8855,
979,6.8865,
980,6.8876,
981,6.8886,
982,6.8896,
983,6.8906,
984,6.8916,
985,6.8926,
986,6.8937,
987,6.8947,
988,6.8957,
989,6.8967,
990,6.8977,
991,6.8987,
992,6.8997,
993,6.9007,
994,6.9017,
995,6.9027,
996,6.9037,
997,6.9048,
998,6.9058,
999,6.9068,
1000,6.9078,
1001,6.9088,
1002,6.9098,
1003,6.9108,
1004,6.9117,
1005,6.9127,
1006,6.9137,
1007,6.9147,
1008,6.9157,
1009,6.9167,
1010,6.9177,
1011,6.9187,
1012,6.9197,
1013,6.9207,
1014,6.9217,
1015,6.9226,
1016,6.9236,
1017,6.9246,
1018,6.9256,
1019,6.9266,
1020,6.9276,
1021,6.9285,
1022,6.9295,
1023,6.9305,
1024,6.9315,
1025,6.9324,
1026,6.9334,
1027,6.9344,
1028,6.9354,
1029,6.9363,
1030,6.9373,
1031,6.9383,
1032,6.9393,
1033,6.9402,
1034,6.9412,
1035,6.9422,
1036,6.9431,
1037,6.9441,
1038,6.9451,
1039,6.9460,
1040,6.9470,
1041,6.9479,
1042,6.9489,
1043,6.9499,
1044,6.9508,
1045,6.9518,
1046,6.9527,
1047,6.9537,
1048,6.9546,
1049,6.9556,
1050,6.9565,
1051,6.9575,
1052,6.9584,
1053,6.9594,
1054,6.9603,
1055,6.9613,
1056,6.9622,
1057,6.9632,
1058,6.9641,
1059,6.9651,
1060,6.9660,
1061,6.9670,
1062,6.9679,
1063,6.9689,
1064,6.9698,
1065,6.9707,
1066,6.9717,
1067,6.9726,
1068,6.9735,
1069,6.9745,
1070,6.9754,
1071,6.9763,
1072,6.9773,
1073,6.9782,
1074,6.9791,
1075,6.9801,
1076,6.9810,
1077,6.9819,
1078,6.9829,
1079,6.9838,
1080,6.9847,
1081,6.9856,
1082,6.9866,
1083,6.9875,
1084,6.9884,
1085,6.9893,
1086,6.9903,
1087,6.9912,
1088,6.9921,
1089,6.9930,
1090,6.9939,
1091,6.9948,
1092,6.9958,
1093,6.9967,
1094,6.9976,
1095,6.9985,
1096,6.9994,
1097,7.0003,
1098,7.0012,
1099,7.0022,
1100,7.0031,
1101,7.0040,
1102,7.0049,
1103,7.0058,
1104,7.0067,
1105,7.0076,
1106,7.0085,
1107,7.0094,
1108,7.0103,
1109,7.0112,
1110,7.0121,
1111,7.0130,
1112,7.0139,
1113,7.0148,
1114,7.0157,
1115,7.0166,
1116,7.0175,
1117,7.0184,
1118,7.0193,
1119,7.0202,
1120,7.0211,
1121,7.0220,
1122,7.0229,
1123,7.0238,
1124,7.0246,
1125,7.0255,
1126,7.0264,
1127,7.0273,
1128,7.0282,
1129,7.0291,
1130,7.0300,
1131,7.0309,
1132,7.0317,
1133,7.0326,
1134,7.0335,
1135,7.0344,
1136,7.0353,
1137,7.0361,
1138,7.0370,
1139,7.0379,
1140,7.0388,
1141,7.0397,
1142,7.0405,
1143,7.0414,
1144,7.0423,
1145,7.0432,
1146,7.0440,
1147,7.0449,
1148,7.0458,
1149,7.0466,
1150,7.0475,
1151,7.0484,
1152,7.0493,
1153,7.0501,
1154,7.0510,
1155,7.0519,
1156,7.0527,
1157,7.0536,
1158,7.0544,
1159,7.0553,
1160,7.0562,
1161,7.0570,
1162,7.0579,
1163,7.0588,
1164,7.0596,
1165,7.0605,
1166,7.0613,
1167,7.0622,
1168,7.0630,
1169,7.0639,
1170,7.0648,
1171,7.0656,
1172,7.0665,
1173,7.0673,
1174,7.0682,
1175,7.0690,
1176,7.0699,
1177,7.0707,
1178,7.0716,
1179,7.0724,
1180,7.0733,
1181,7.0741,
1182,7.0750,
1183,7.0758,
1184,7.0767,
1185,7.0775,
1186,7.0783,
1187,7.0792,
1188,7.0800,
1189,7.0809,
1190,7.0817,
1191,7.0825,
1192,7.0834,
1193,7.0842,
1194,7.0851,
1195,7.0859,
1196,7.0867,
1197,7.0876,
1198,7.0884,
1199,7.0892,
1200,7.0901,
1201,7.0909,
1202,7.0917,
1203,7.0926,
1204,7.0934,
1205,7.0942,
1206,7.0951,
1207,7.0959,
1208,7.0967,
1209,7.0975,
1210,7.0984,
1211,7.0992,
1212,7.1000,
1213,7.1009,
1214,7.1017,
1215,7.1025,
1216,7.1033,
1217,7.1041,
1218,7.1050,
1219,7.1058,
1220,7.1066,
1221,7.1074,
1222,7.1082,
1223,7.1091,
1224,7.1099,
1225,7.1107,
1226,7.1115,
1227,7.1123,
1228,7.1131,
1229,7.1140,
1230,7.1148,
1231,7.1156,
1232,7.1164,
1233,7.1172,
1234,7.1180,
1235,7.1188,
1236,7.1196,
1237,7.1204,
1238,7.1213,
1239,7.1221,
1240,7.1229,
1241,7.1237,
1242,7.1245,
1243,7.1253,
1244,7.1261,
1245,7.1269,
1246,7.1277,
1247,7.1285,
1248,7.1293,
1249,7.1301,
1250,7.1309,
1251,7.1317,
1252,7.1325,
1253,7.1333,
1254,7.1341,
1255,7.1349,
1256,7.1357,
1257,7.1365,
1258,7.1373,
1259,7.1381,
1260,7.1389,
1261,7.1397,
1262,7.1405,
1263,7.1412,
1264,7.1420,
1265,7.1428,
1266,7.1436,
1267,7.1444,
1268,7.1452,
1269,7.1460,
1270,7.1468,
1271,7.1476,
1272,7.1483,
1273,7.1491,
1274,7.1499,
1275,7.1507,
1276,7.1515,
1277,7.1523,
1278,7.1531,
1279,7.1538,
1280,7.1546,
1281,7.1554,
1282,7.1562,
1283,7.1570,
1284,7.1577,
1285,7.1585,
1286,7.1593,
1287,7.1601,
1288,7.1608,
1289,7.1616,
1290,7.1624,
1291,7.1632,
1292,7.1639,
1293,7.1647,
1294,7.1655,
1295,7.1663,
1296,7.1670,
1297,7.1678,
1298,7.1686,
1299,7.1694,
1300,7.1701,
1301,7.1709,
1302,7.1717,
1303,7.1724,
1304,7.1732,
1305,7.1740,
1306,7.1747,
1307,7.1755,
1308,7.1763,
1309,7.1770,
1310,7.1778,
1311,7.1785,
1312,7.1793,
1313,7.1801,
1314,7.1808,
1315,7.1816,
1316,7.1824,
1317,7.1831,
1318,7.1839,
1319,7.1846,
1320,7.1854,
1321,7.1861,
1322,7.1869,
1323,7.1877,
1324,7.1884,
1325,7.1892,
1326,7.1899,
1327,7.1907,
1328,7.1914,
1329,7.1922,
1330,7.1929,
1331,7.1937,
1332,7.1944,
1333,7.1952,
1334,7.1959,
1335,7.1967,
1336,7.1974,
1337,7.1982,
1338,7.1989,
1339,7.1997,
1340,7.2004,
1341,7.2012,
1342,7.2019,
1343,7.2027,
1344,7.2034,
1345,7.2041,
1346,7.2049,
1347,7.2056,
1348,7.2064,
1349,7.2071,
1350,7.2079,
1351,7.2086,
1352,7.2093,
1353,7.2101,
1354,7.2108,
1355,7.2116,
1356,7.2123,
1357,7.2130,
1358,7.2138,
1359,7.2145,
1360,7.2152,
1361,7.2160,
1362,7.2167,
1363,7.2174,
1364,7.2182,
1365,7.2189,
1366,7.2196,
1367,7.2204,
1368,7.2211,
1369,7.2218,
1370,7.2226,
1371,7.2233,
1372,7.2240,
1373,7.2248,
1374,7.2255,
1375,7.2262,
1376,7.2269,
1377,7.2277,
1378,7.2284,
1379,7.2291,
1380,7.2298,
1381,7.2306,
1382,7.2313,
1383,7.2320,
1384,7.2327,
1385,7.2335,
1386,7.2342,
1387,7.2349,
1388,7.2356,
1389,7.2363,
1390,7.2371,
1391,7.2378,
1392,7.2385,
1393,7.2392,
1394,7.2399,
1395,7.2406,
1396,7.2414,
1397,7.2421,
1398,7.2428,
1399,7.2435,
1400,7.2442,
1401,7.2449,
1402,7.2457,
1403,7.2464,
1404,7.2471,
1405,7.2478,
1406,7.2485,
1407,7.2492,
1408,7.2499,
1409,7.2506,
1410,7.2513,
1411,7.2521,
1412,7.2528,
1413,7.2535,
1414,7.2542,
1415,7.2549,
1416,7.2556,
1417,7.2563,
1418,7.2570,
1419,7.2577,
1420,7.2584,
1421,7.2591,
1422,7.2598,
1423,7.2605,
1424,7.2612,
1425,7.2619,
1426,7.2626,
1427,7.2633,
1428,7.2640,
1429,7.2647,
1430,7.2654,
1431,7.2661,
1432,7.2668,
1433,7.2675,
1434,7.2682,
1435,7.2689,
1436,7.2696,
1437,7.2703,
1438,7.2710,
1439,7.2717,
1440,7.2724,
1441,7.2731,
1442,7.2738,
1443,7.2745,
1444,7.2752,
1445,7.2759,
1446,7.2766,
1447,7.2772,
1448,7.2779,
1449,7.2786,
1450,7.2793,
1451,7.2800,
1452,7.2807,
1453,7.2814,
1454,7.2821,
1455,7.2828,
1456,7.2834,
1457,7.2841,
1458,7.2848,
1459,7.2855,
1460,7.2862,
1461,7.2869,
1462,7.2876,
1463,7.2882,
1464,7.2889,
1465,7.2896,
1466,7.2903,
1467,7.2910,
1468,7.2917,
1469,7.2923,
1470,7.2930,
1471,7.2937,
1472,7.2944,
1473,7.2951,
1474,7.2957,
1475,7.2964,
1476,7.2971,
1477,7.2978,
1478,7.2984,
1479,7.2991,
1480,7.2998,
1481,7.3005,
1482,7.3011,
1483,7.3018,
1484,7.3025,
1485,7.3032,
1486,7.3038,
1487,7.3045,
1488,7.3052,
1489,7.3059,
1490,7.3065,
1491,7.3072,
1492,7.3079,
1493,7.3085,
1494,7.3092,
1495,7.3099,
1496,7.3106,
1497,7.3112,
1498,7.3119,
1499,7.3126,
1500,7.3132,
1501,7.3139,
1502,7.3146,
1503,7.3152,
1504,7.3159,
1505,7.3165,
1506,7.3172,
1507,7.3179,
1508,7.3185,
1509,7.3192,
1510,7.3199,
1511,7.3205,
1512,7.3212,
1513,7.3218,
1514,7.3225,
1515,7.3232,
1516,7.3238,
1517,7.3245,
1518,7.3251,
1519,7.3258,
1520,7.3265,
1521,7.3271,
1522,7.3278,
1523,7.3284,
1524,7.3291,
1525,7.3297,
1526,7.3304,
1527,7.3311,
1528,7.3317,
1529,7.3324,
1530,7.3330,
1531,7.3337,
1532,7.3343,
1533,7.3350,
1534,7.3356,
1535,7.3363,
1536,7.3369,
1537,7.3376,
1538,7.3382,
1539,7.3389,
1540,7.3395,
1541,7.3402,
1542,7.3408,
1543,7.3415,
1544,7.3421,
1545,7.3428,
1546,7.3434,
1547,7.3441,
1548,7.3447,
1549,7.3454,
1550,7.3460,
1551,7.3467,
1552,7.3473,
1553,7.3479,
1554,7.3486,
1555,7.3492,
1556,7.3499,
1557,7.3505,
1558,7.3512,
1559,7.3518,
1560,7.3524,
1561,7.3531,
1562,7.3537,
1563,7.3544,
1564,7.3550,
1565,7.3556,
1566,7.3563,
1567,7.3569,
1568,7.3576,
1569,7.3582,
1570,7.3588,
1571,7.3595,
1572,7.3601,
1573,7.3607,
1574,7.3614,
1575,7.3620,
1576,7.3626,
1577,7.3633,
1578,7.3639,
1579,7.3645,
1580,7.3652,
1581,7.3658,
1582,7.3664,
1583,7.3671,
1584,7.3677,
1585,7.3683,
1586,7.3690,
1587,7.3696,
1588,7.3702,
1589,7.3709,
1590,7.3715,
1591,7.3721,
1592,7.3727,
1593,7.3734,
1594,7.3740,
1595,7.3746,
1596,7.3753,
1597,7.3759,
1598,7.3765,
1599,7.3771,
1600,7.3778,
1601,7.3784,
1602,7.3790,
1603,7.3796,
1604,7.3803,
1605,7.3809,
1606,7.3815,
1607,7.3821,
1608,7.3827,
1609,7.3834,
1610,7.3840,
1611,7.3846,
1612,7.3852,
1613,7.3859,
1614,7.3865,
1615,7.3871,
1616,7.3877,
1617,7.3883,
1618,7.3889,
1619,7.3896,
1620,7.3902,
1621,7.3908,
1622,7.3914,
1623,7.3920,
1624,7.3926,
1625,7.3933,
1626,7.3939,
1627,7.3945,
1628,7.3951,
1629,7.3957,
1630,7.3963,
1631,7.3969,
1632,7.3976,
1633,7.3982,
1634,7.3988,
1635,7.3994,
1636,7.4000,
1637,7.4006,
1638,7.4012,
1639,7.4018,
1640,7.4025,
1641,7.4031,
1642,7.4037,
1643,7.4043,
1644,7.4049,
1645,7.4055,
1646,7.4061,
1647,7.4067,
1648,7.4073,
1649,7.4079,
1650,7.4085,
1651,7.4091,
1652,7.4097,
1653,7.4103,
1654,7.4110,
1655,7.4116,
1656,7.4122,
1657,7.4128,
1658,7.4134,
1659,7.4140,
1660,7.4146,
1661,7.4152,
1662,7.4158,
1663,7.4164,
1664,7.4170,
1665,7.4176,
