X,Y,
739,6.9043,
740,6.8917,
741,6.8790,
742,6.8663,
743,6.8533,
744,6.8401,
745,6.8268,
746,6.8134,
747,6.7998,
748,6.7859,
749,6.7719,
750,6.7578,
751,6.7434,
752,6.7288,
753,6.7141,
754,6.6991,
755,6.6839,
756,6.6684,
757,6.6526,
758,6.6366,
759,6.6204,
760,6.6039,
761,6.5873,
762,6.5705,
763,6.5536,
764,6.5366,
765,6.5195,
766,6.5021,
767,6.4844,
768,6.4665,
769,6.4484,
770,6.4302,
771,6.4117,
772,6.3931,
773,6.3741,
774,6.3550,
775,6.3358,
776,6.3165,
777,6.2969,
778,6.2772,
779,6.2575,
780,6.2377,
781,6.2178,
782,6.1978,
783,6.1777,
784,6.1576,
785,6.1375,
786,6.1174,
787,6.0973,
788,6.0772,
789,6.0572,
790,6.0371,
791,6.0170,
792,5.9971,
793,5.9774,
794,5.9578,
795,5.9385,
796,5.9194,
797,5.9004,
798,5.8817,
799,5.8631,
800,5.8448,
801,5.8267,
802,5.8086,
803,5.7908,
804,5.7731,
805,5.7555,
806,5.7379,
807,5.7206,
808,5.7035,
809,5.6862,
810,5.6689,
811,5.6517,
812,5.6347,
813,5.6177,
814,5.6009,
815,5.5840,
816,5.5674,
817,5.5508,
818,5.5345,
819,5.5184,
820,5.5026,
821,5.4870,
822,5.4716,
823,5.4564,
824,5.4415,
825,5.4266,
826,5.4120,
827,5.3978,
828,5.3836,
829,5.3697,
830,5.3560,
831,5.3424,
832,5.3290,
833,5.3157,
834,5.3027,
835,5.2898,
836,5.2770,
837,5.2641,
838,5.2514,
839,5.2386,
840,5.2261,
841,5.2137,
842,5.2013,
843,5.1893,
844,5.1774,
845,5.1655,
846,5.1538,
847,5.1423,
848,5.1311,
849,5.1199,
850,5.1089,
851,5.0983,
852,5.0878,
853,5.0774,
854,5.0674,
855,5.0577,
856,5.0484,
857,5.0394,
858,5.0308,
859,5.0224,
860,5.0143,
861,5.0065,
862,4.9989,
863,4.9916,
864,4.9846,
865,4.9779,
866,4.9716,
867,4.9655,
868,4.9596,
869,4.9539,
870,4.9484,
871,4.9431,
872,4.9379,
873,4.9330,
874,4.9281,
875,4.9232,
876,4.9185,
877,4.9140,
878,4.9095,
879,4.9052,
880,4.9010,
881,4.8969,
882,4.8930,
883,4.8892,
884,4.8854,
885,4.8818,
886,4.8783,
887,4.8748,
888,4.8714,
889,4.8679,
890,4.8647,
891,4.8613,
892,4.8579,
893,4.8545,
894,4.8512,
895,4.8479,
896,4.8446,
897,4.8416,
898,4.8385,
899,4.8357,
900,4.8331,
901,4.8306,
902,4.8283,
903,4.8262,
904,4.8242,
905,4.8224,
906,4.8206,
907,4.8189,
908,4.8174,
909,4.8162,
910,4.8151,
911,4.8140,
912,4.8130,
913,4.8121,
914,4.8114,
915,4.8108,
916,4.8103,
917,4.8100,
918,4.8096,
919,4.8094,
920,4.8094,
921,4.8096,
922,4.8101,
923,4.8109,
924,4.8118,
925,4.8130,
926,4.8143,
927,4.8157,
928,4.8175,
929,4.8195,
930,4.8217,
931,4.8243,
932,4.8270,
933,4.8300,
934,4.8331,
935,4.8365,
936,4.8401,
937,4.8438,
938,4.8476,
939,4.8515,
940,4.8554,
941,4.8593,
942,4.8633,
943,4.8672,
944,4.8712,
945,4.8752,
946,4.8793,
947,4.8832,
948,4.8872,
949,4.8914,
950,4.8957,
951,4.8999,
952,4.9044,
953,4.9090,
954,4.9136,
955,4.9185,
956,4.9234,
957,4.9285,
958,4.9336,
959,4.9391,
960,4.9447,
961,4.9506,
962,4.9565,
963,4.9626,
964,4.9688,
965,4.9751,
966,4.9817,
967,4.9885,
968,4.9955,
969,5.0026,
970,5.0100,
971,5.0176,
972,5.0254,
973,5.0334,
974,5.0417,
975,5.0501,
976,5.0586,
977,5.0673,
978,5.0763,
979,5.0853,
980,5.0945,
981,5.1039,
982,5.1135,
983,5.1231,
984,5.1329,
985,5.1428,
986,5.1528,
987,5.1628,
988,5.1729,
989,5.1831,
990,5.1931,
991,5.2032,
992,5.2133,
993,5.2234,
994,5.2333,
995,5.2431,
996,5.2530,
997,5.2626,
998,5.2722,
999,5.2817,
1000,5.2911,
1001,5.3005,
1002,5.3099,
1003,5.3194,
1004,5.3289,
1005,5.3384,
1006,5.3480,
1007,5.3576,
1008,5.3670,
1009,5.3765,
1010,5.3861,
1011,5.3961,
1012,5.4060,
1013,5.4159,
1014,5.4260,
1015,5.4361,
1016,5.4463,
1017,5.4565,
1018,5.4667,
1019,5.4768,
1020,5.4867,
1021,5.4965,
1022,5.5062,
1023,5.5159,
1024,5.5256,
1025,5.5352,
1026,5.5450,
1027,5.5546,
1028,5.5640,
1029,5.5734,
1030,5.5827,
1031,5.5920,
1032,5.6014,
1033,5.6105,
1034,5.6199,
1035,5.6292,
1036,5.6385,
1037,5.6479,
1038,5.6573,
1039,5.6667,
1040,5.6762,
1041,5.6859,
1042,5.6956,
1043,5.7053,
1044,5.7151,
1045,5.7250,
1046,5.7349,
1047,5.7450,
1048,5.7550,
1049,5.7649,
1050,5.7749,
1051,5.7849,
1052,5.7949,
1053,5.8049,
1054,5.8149,
1055,5.8249,
1056,5.8349,
1057,5.8449,
1058,5.8547,
1059,5.8643,
1060,5.8738,
1061,5.8833,
1062,5.8928,
1063,5.9022,
1064,5.9117,
1065,5.9209,
1066,5.9301,
1067,5.9394,
1068,5.9489,
1069,5.9584,
1070,5.9678,
1071,5.9774,
1072,5.9870,
1073,5.9968,
1074,6.0066,
1075,6.0166,
1076,6.0267,
1077,6.0368,
1078,6.0470,
1079,6.0574,
1080,6.0680,
1081,6.0787,
1082,6.0896,
1083,6.1007,
1084,6.1118,
1085,6.1233,
1086,6.1349,
1087,6.1466,
1088,6.1585,
1089,6.1707,
1090,6.1832,
1091,6.1958,
1092,6.2085,
1093,6.2214,
1094,6.2344,
1095,6.2476,
1096,6.2607,
1097,6.2741,
1098,6.2875,
1099,6.3010,
1100,6.3145,
1101,6.3278,
1102,6.3414,
1103,6.3550,
1104,6.3687,
1105,6.3825,
1106,6.3964,
1107,6.4106,
1108,6.4249,
1109,6.4391,
1110,6.4532,
1111,6.4674,
1112,6.4819,
1113,6.4963,
1114,6.5109,
1115,6.5256,
1116,6.5404,
1117,6.5553,
1118,6.5703,
1119,6.5856,
1120,6.6010,
1121,6.6164,
1122,6.6318,
1123,6.6471,
1124,6.6625,
1125,6.6780,
1126,6.6936,
1127,6.7093,
1128,6.7251,
1129,6.7410,
1130,6.7569,
1131,6.7728,
1132,6.7887,
1133,6.8047,
1134,6.8206,
1135,6.8368,
1136,6.8531,
1137,6.8696,
1138,6.8863,
1139,6.9032,
1140,6.9202,
1141,6.9374,
1142,6.9550,
1143,6.9728,
1144,6.9908,
1145,7.0090,
1146,7.0277,
1147,7.0465,
1148,7.0659,
1149,7.0855,
1150,7.1053,
1151,7.1253,
1152,7.1456,
1153,7.1661,
1154,7.1867,
1155,7.2074,
1156,7.2283,
1157,7.2494,
1158,7.2707,
1159,7.2921,
1160,7.3137,
1161,7.3352,
1162,7.3568,
1163,7.3784,
1164,7.4002,
1165,7.4221,
1166,7.4439,
1167,7.4656,
1168,7.4874,
1169,7.5092,
1170,7.5310,
1171,7.5529,
1172,7.5747,
1173,7.5965,
1174,7.6183,
1175,7.6400,
1176,7.6619,
1177,7.6837,
1178,7.7053,
1179,7.7268,
1180,7.7482,
1181,7.7697,
1182,7.7909,
1183,7.8122,
1184,7.8336,
1185,7.8548,
1186,7.8762,
1187,7.8977,
1188,7.9191,
1189,7.9406,
1190,7.9623,
1191,7.9842,
1192,8.0062,
1193,8.0284,
1194,8.0506,
1195,8.0728,
1196,8.0952,
1197,8.1176,
1198,8.1402,
1199,8.1628,
1200,8.1855,
1201,8.2083,
1202,8.2309,
1203,8.2536,
1204,8.2763,
1205,8.2989,
1206,8.3214,
1207,8.3439,
1208,8.3666,
1209,8.3893,
1210,8.4119,
1211,8.4344,
1212,8.4567,
1213,8.4789,
1214,8.5010,
1215,8.5230,
1216,8.5449,
1217,8.5667,
1218,8.5885,
1219,8.6102,
1220,8.6319,
1221,8.6537,
1222,8.6757,
1223,8.6976,
1224,8.7193,
1225,8.7410,
1226,8.7626,
1227,8.7842,
1228,8.8057,
1229,8.8272,
1230,8.8487,
1231,8.8703,
1232,8.8916,
1233,8.9129,
1234,8.9341,
1235,8.9551,
1236,8.9759,
1237,8.9965,
1238,9.0172,
1239,9.0378,
1240,9.0584,
1241,9.0788,
1242,9.0989,
1243,9.1190,
1244,9.1389,
1245,9.1586,
1246,9.1780,
1247,9.1975,
1248,9.2165,
1249,9.2357,
1250,9.2547,
1251,9.2736,
1252,9.2923,
1253,9.3109,
1254,9.3294,
1255,9.3479,
1256,9.3662,
1257,9.3843,
1258,9.4024,
1259,9.4204,
1260,9.4384,
1261,9.4565,
1262,9.4744,
1263,9.4922,
1264,9.5097,
1265,9.5272,
1266,9.5446,
1267,9.5618,
1268,9.5787,
1269,9.5952,
1270,9.6116,
1271,9.6275,
1272,9.6433,
1273,9.6587,
1274,9.6738,
1275,9.6886,
1276,9.7032,
1277,9.7176,
1278,9.7316,
1279,9.7453,
1280,9.7586,
1281,9.7713,
1282,9.7836,
1283,9.7955,
1284,9.8069,
1285,9.8180,
1286,9.8285,
1287,9.8387,
1288,9.8485,
1289,9.8578,
1290,9.8667,
1291,9.8751,
1292,9.8833,
1293,9.8912,
1294,9.8989,
1295,9.9064,
1296,9.9135,
1297,9.9204,
1298,9.9269,
1299,9.9331,
1300,9.9390,
1301,9.9448,
1302,9.9504,
1303,9.9557,
1304,9.9607,
1305,9.9655,
1306,9.9701,
1307,9.9743,
1308,9.9780,
1309,9.9815,
1310,9.9850,
1311,9.9882,
1312,9.9913,
1313,9.9940,
1314,9.9967,
1315,9.9990,
1316,10.0011,
1317,10.0028,
1318,10.0042,
1319,10.0055,
1320,10.0063,
1321,10.0069,
1322,10.0072,
1323,10.0074,
1324,10.0075,
1325,10.0073,
1326,10.0069,
1327,10.0061,
1328,10.0051,
1329,10.0039,
1330,10.0023,
1331,10.0005,
1332,9.9987,
1333,9.9966,
1334,9.9942,
1335,9.9916,
1336,9.9886,
1337,9.9852,
1338,9.9813,
1339,9.9771,
1340,9.9724,
1341,9.9676,
1342,9.9623,
1343,9.9567,
1344,9.9506,
1345,9.9441,
1346,9.9373,
1347,9.9299,
1348,9.9223,
1349,9.9140,
1350,9.9054,
1351,9.8964,
1352,9.8869,
1353,9.8769,
1354,9.8665,
1355,9.8556,
1356,9.8445,
1357,9.8330,
1358,9.8210,
1359,9.8088,
1360,9.7961,
1361,9.7829,
1362,9.7695,
1363,9.7560,
1364,9.7422,
1365,9.7281,
1366,9.7136,
1367,9.6990,
1368,9.6842,
1369,9.6691,
1370,9.6537,
1371,9.6382,
1372,9.6223,
1373,9.6062,
1374,9.5899,
1375,9.5732,
1376,9.5564,
1377,9.5393,
1378,9.5223,
1379,9.5052,
1380,9.4879,
1381,9.4706,
1382,9.4531,
1383,9.4353,
1384,9.4175,
1385,9.3994,
1386,9.3812,
1387,9.3627,
1388,9.3440,
1389,9.3252,
1390,9.3061,
1391,9.2866,
1392,9.2669,
1393,9.2469,
1394,9.2266,
1395,9.2063,
1396,9.1858,
1397,9.1652,
1398,9.1445,
1399,9.1236,
1400,9.1025,
1401,9.0811,
1402,9.0595,
1403,9.0380,
1404,9.0164,
1405,8.9946,
1406,8.9728,
1407,8.9511,
1408,8.9293,
1409,8.9073,
1410,8.8852,
1411,8.8631,
1412,8.8408,
1413,8.8188,
1414,8.7966,
1415,8.7744,
1416,8.7525,
1417,8.7305,
1418,8.7086,
1419,8.6866,
1420,8.6647,
1421,8.6428,
1422,8.6209,
1423,8.5987,
1424,8.5767,
1425,8.5549,
1426,8.5331,
1427,8.5115,
1428,8.4898,
1429,8.4683,
1430,8.4470,
1431,8.4255,
1432,8.4041,
1433,8.3829,
1434,8.3619,
1435,8.3411,
1436,8.3205,
1437,8.3000,
1438,8.2797,
1439,8.2594,
1440,8.2391,
1441,8.2189,
1442,8.1988,
1443,8.1788,
1444,8.1590,
1445,8.1392,
1446,8.1196,
1447,8.1002,
1448,8.0807,
1449,8.0616,
1450,8.0424,
1451,8.0233,
1452,8.0043,
1453,7.9855,
1454,7.9665,
1455,7.9475,
1456,7.9285,
1457,7.9095,
1458,7.8906,
1459,7.8717,
1460,7.8527,
1461,7.8338,
1462,7.8147,
1463,7.7956,
1464,7.7767,
1465,7.7579,
1466,7.7393,
1467,7.7206,
1468,7.7021,
1469,7.6839,
1470,7.6657,
1471,7.6477,
1472,7.6300,
1473,7.6125,
1474,7.5952,
1475,7.5780,
1476,7.5609,
1477,7.5440,
1478,7.5271,
1479,7.5107,
1480,7.4947,
1481,7.4789,
1482,7.4635,
1483,7.4486,
1484,7.4339,
1485,7.4195,
1486,7.4052,
1487,7.3915,
1488,7.3781,
1489,7.3648,
1490,7.3520,
1491,7.3395,
1492,7.3273,
1493,7.3153,
1494,7.3034,
1495,7.2918,
1496,7.2803,
1497,7.2691,
1498,7.2582,
1499,7.2476,
1500,7.2373,
1501,7.2275,
1502,7.2178,
1503,7.2082,
1504,7.1988,
1505,7.1899,
1506,7.1811,
1507,7.1726,
1508,7.1644,
1509,7.1567,
1510,7.1492,
1511,7.1420,
1512,7.1350,
1513,7.1282,
1514,7.1217,
1515,7.1154,
1516,7.1093,
1517,7.1035,
1518,7.0981,
1519,7.0929,
1520,7.0879,
1521,7.0835,
1522,7.0794,
1523,7.0756,
1524,7.0719,
1525,7.0685,
1526,7.0654,
1527,7.0625,
1528,7.0601,
1529,7.0578,
1530,7.0559,
1531,7.0544,
1532,7.0531,
1533,7.0520,
1534,7.0512,
1535,7.0507,
1536,7.0506,
1537,7.0510,
1538,7.0517,
1539,7.0529,
1540,7.0544,
1541,7.0563,
1542,7.0586,
1543,7.0612,
1544,7.0642,
1545,7.0675,
1546,7.0712,
1547,7.0752,
1548,7.0795,
1549,7.0842,
1550,7.0894,
1551,7.0951,
1552,7.1011,
1553,7.1076,
1554,7.1149,
1555,7.1225,
1556,7.1306,
1557,7.1391,
1558,7.1480,
1559,7.1576,
1560,7.1678,
1561,7.1785,
1562,7.1898,
1563,7.2015,
1564,7.2136,
1565,7.2262,
1566,7.2393,
1567,7.2531,
1568,7.2674,
1569,7.2822,
1570,7.2975,
1571,7.3132,
1572,7.3295,
1573,7.3463,
1574,7.3638,
1575,7.3818,
1576,7.4004,
1577,7.4195,
1578,7.4390,
1579,7.4589,
1580,7.4792,
1581,7.5002,
1582,7.5218,
1583,7.5438,
1584,7.5664,
1585,7.5895,
1586,7.6132,
1587,7.6370,
1588,7.6616,
1589,7.6866,
1590,7.7119,
1591,7.7378,
1592,7.7641,
1593,7.7910,
1594,7.8184,
1595,7.8462,
1596,7.8745,
1597,7.9031,
1598,7.9320,
1599,7.9613,
1600,7.9910,
1601,8.0210,
1602,8.0517,
1603,8.0827,
1604,8.1141,
1605,8.1456,
1606,8.1776,
1607,8.2099,
1608,8.2424,
1609,8.2751,
1610,8.3082,
1611,8.3417,
1612,8.3753,
1613,8.4093,
1614,8.4434,
1615,8.4778,
1616,8.5123,
1617,8.5470,
1618,8.5817,
1619,8.6165,
1620,8.6515,
1621,8.6863,
1622,8.7213,
1623,8.7566,
1624,8.7921,
1625,8.8276,
1626,8.8632,
1627,8.8989,
1628,8.9344,
1629,8.9701,
1630,9.0058,
1631,9.0414,
1632,9.0771,
1633,9.1127,
1634,9.1483,
1635,9.1837,
1636,9.2190,
1637,9.2541,
1638,9.2892,
1639,9.3241,
1640,9.3589,
1641,9.3937,
1642,9.4284,
1643,9.4631,
1644,9.4978,
1645,9.5323,
1646,9.5668,
1647,9.6011,
1648,9.6354,
1649,9.6695,
1650,9.7034,
1651,9.7373,
1652,9.7712,
1653,9.8050,
1654,9.8386,
1655,9.8725,
1656,9.9065,
1657,9.9404,
1658,9.9743,
1659,10.0082,
1660,10.0420,
1661,10.0760,
1662,10.1101,
1663,10.1442,
1664,10.1783,
1665,10.2122,
